resp.id;ques;alt;spec;vel;qual;priv;cost;choice
31;1;alt2;Codice;Lento;Sufficente;Alta;20;1
31;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
31;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
31;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
31;2;alt3;Codice;Lento;Sufficente;Alta;15;0
31;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
31;3;alt2;Content;Lento;Ottimale;Alta;15;0
31;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
31;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
31;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
31;4;alt3;Content;Veloce;Ottimale;Alta;25;1
31;5;alt1;Codice;Lento;Sufficente;Alta;25;0
31;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
31;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
31;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
31;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
31;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
31;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
31;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
31;7;alt3;Content;Veloce;Sufficente;Alta;20;1
31;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
31;8;alt2;Content;Lento;Ottimale;Alta;20;0
31;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
31;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
31;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
31;9;alt3;Content;Lento;Sufficente;Alta;15;0
31;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
31;10;alt2;Content;Lento;Ottimale;Bassa;20;1
31;10;alt3;Content;Lento;Sufficente;Alta;25;0
32;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
32;1;alt2;Codice;Lento;Sufficente;Alta;20;0
32;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
32;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
32;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
32;2;alt3;Codice;Lento;Sufficente;Alta;15;0
32;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
32;3;alt2;Content;Lento;Ottimale;Alta;15;0
32;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
32;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
32;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
32;4;alt3;Content;Veloce;Ottimale;Alta;25;0
32;5;alt1;Codice;Lento;Sufficente;Alta;25;0
32;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
32;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
32;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
32;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
32;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
32;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
32;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
32;7;alt3;Content;Veloce;Sufficente;Alta;20;0
32;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
32;8;alt2;Content;Lento;Ottimale;Alta;20;0
32;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
32;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
32;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
32;9;alt3;Content;Lento;Sufficente;Alta;15;0
32;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
32;10;alt2;Content;Lento;Ottimale;Bassa;20;0
32;10;alt3;Content;Lento;Sufficente;Alta;25;0
33;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
33;1;alt2;Codice;Lento;Sufficente;Alta;20;0
33;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
33;2;alt1;Content;Veloce;Ottimale;Bassa;25;1
33;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
33;2;alt3;Codice;Lento;Sufficente;Alta;15;0
33;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
33;3;alt2;Content;Lento;Ottimale;Alta;15;1
33;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
33;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
33;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
33;4;alt3;Content;Veloce;Ottimale;Alta;25;1
33;5;alt1;Codice;Lento;Sufficente;Alta;25;0
33;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
33;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
33;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
33;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
33;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
33;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
33;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
33;7;alt3;Content;Veloce;Sufficente;Alta;20;0
33;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
33;8;alt2;Content;Lento;Ottimale;Alta;20;1
33;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
33;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
33;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
33;9;alt3;Content;Lento;Sufficente;Alta;15;1
33;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
33;10;alt2;Content;Lento;Ottimale;Bassa;20;0
33;10;alt3;Content;Lento;Sufficente;Alta;25;0
34;1;alt1;Assistente;Lento;Ottimale;Bassa;25;1
34;1;alt2;Codice;Lento;Sufficente;Alta;20;0
34;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
34;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
34;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
34;2;alt3;Codice;Lento;Sufficente;Alta;15;0
34;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
34;3;alt2;Content;Lento;Ottimale;Alta;15;1
34;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
34;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
34;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
34;4;alt3;Content;Veloce;Ottimale;Alta;25;0
34;5;alt1;Codice;Lento;Sufficente;Alta;25;0
34;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
34;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
34;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
34;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
34;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
34;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
34;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
34;7;alt3;Content;Veloce;Sufficente;Alta;20;0
34;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
34;8;alt2;Content;Lento;Ottimale;Alta;20;0
34;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
34;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
34;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
34;9;alt3;Content;Lento;Sufficente;Alta;15;0
34;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
34;10;alt2;Content;Lento;Ottimale;Bassa;20;0
34;10;alt3;Content;Lento;Sufficente;Alta;25;0
35;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
35;1;alt2;Codice;Lento;Sufficente;Alta;20;0
35;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
35;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
35;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
35;2;alt3;Codice;Lento;Sufficente;Alta;15;0
35;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
35;3;alt2;Content;Lento;Ottimale;Alta;15;1
35;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
35;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
35;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
35;4;alt3;Content;Veloce;Ottimale;Alta;25;1
35;5;alt1;Codice;Lento;Sufficente;Alta;25;0
35;5;alt2;Assistente;Lento;Sufficente;Bassa;15;1
35;5;alt3;Codice;Veloce;Ottimale;Alta;20;0
35;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
35;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
35;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
35;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
35;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
35;7;alt3;Content;Veloce;Sufficente;Alta;20;1
35;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
35;8;alt2;Content;Lento;Ottimale;Alta;20;0
35;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;1
35;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
35;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
35;9;alt3;Content;Lento;Sufficente;Alta;15;1
35;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
35;10;alt2;Content;Lento;Ottimale;Bassa;20;0
35;10;alt3;Content;Lento;Sufficente;Alta;25;0
36;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
36;1;alt2;Codice;Lento;Sufficente;Alta;20;1
36;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
36;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
36;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
36;2;alt3;Codice;Lento;Sufficente;Alta;15;1
36;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
36;3;alt2;Content;Lento;Ottimale;Alta;15;0
36;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
36;4;alt1;Assistente;Lento;Sufficente;Alta;20;1
36;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
36;4;alt3;Content;Veloce;Ottimale;Alta;25;0
36;5;alt1;Codice;Lento;Sufficente;Alta;25;0
36;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
36;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
36;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
36;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
36;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
36;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
36;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
36;7;alt3;Content;Veloce;Sufficente;Alta;20;0
36;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
36;8;alt2;Content;Lento;Ottimale;Alta;20;1
36;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
36;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
36;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
36;9;alt3;Content;Lento;Sufficente;Alta;15;1
36;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
36;10;alt2;Content;Lento;Ottimale;Bassa;20;0
36;10;alt3;Content;Lento;Sufficente;Alta;25;1
37;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
37;1;alt2;Codice;Lento;Sufficente;Alta;20;0
37;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
37;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
37;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
37;2;alt3;Codice;Lento;Sufficente;Alta;15;0
37;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
37;3;alt2;Content;Lento;Ottimale;Alta;15;0
37;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
37;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
37;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
37;4;alt3;Content;Veloce;Ottimale;Alta;25;1
37;5;alt1;Codice;Lento;Sufficente;Alta;25;0
37;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
37;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
37;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
37;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
37;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
37;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
37;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
37;7;alt3;Content;Veloce;Sufficente;Alta;20;1
37;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
37;8;alt2;Content;Lento;Ottimale;Alta;20;0
37;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
37;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
37;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
37;9;alt3;Content;Lento;Sufficente;Alta;15;0
37;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;1
37;10;alt2;Content;Lento;Ottimale;Bassa;20;0
37;10;alt3;Content;Lento;Sufficente;Alta;25;0
38;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
38;1;alt2;Codice;Lento;Sufficente;Alta;20;0
38;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
38;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
38;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
38;2;alt3;Codice;Lento;Sufficente;Alta;15;0
38;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
38;3;alt2;Content;Lento;Ottimale;Alta;15;1
38;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
38;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
38;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
38;4;alt3;Content;Veloce;Ottimale;Alta;25;1
38;5;alt1;Codice;Lento;Sufficente;Alta;25;0
38;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
38;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
38;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
38;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
38;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
38;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
38;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
38;7;alt3;Content;Veloce;Sufficente;Alta;20;0
38;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
38;8;alt2;Content;Lento;Ottimale;Alta;20;0
38;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
38;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
38;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
38;9;alt3;Content;Lento;Sufficente;Alta;15;0
38;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
38;10;alt2;Content;Lento;Ottimale;Bassa;20;1
38;10;alt3;Content;Lento;Sufficente;Alta;25;0
39;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
39;1;alt2;Codice;Lento;Sufficente;Alta;20;0
39;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
39;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
39;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
39;2;alt3;Codice;Lento;Sufficente;Alta;15;1
39;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
39;3;alt2;Content;Lento;Ottimale;Alta;15;1
39;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
39;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
39;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
39;4;alt3;Content;Veloce;Ottimale;Alta;25;1
39;5;alt1;Codice;Lento;Sufficente;Alta;25;0
39;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
39;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
39;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
39;6;alt2;Content;Veloce;Ottimale;Bassa;20;1
39;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
39;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
39;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
39;7;alt3;Content;Veloce;Sufficente;Alta;20;1
39;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
39;8;alt2;Content;Lento;Ottimale;Alta;20;1
39;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
39;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
39;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
39;9;alt3;Content;Lento;Sufficente;Alta;15;0
39;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
39;10;alt2;Content;Lento;Ottimale;Bassa;20;1
39;10;alt3;Content;Lento;Sufficente;Alta;25;0
40;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
40;1;alt2;Codice;Lento;Sufficente;Alta;20;0
40;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
40;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
40;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
40;2;alt3;Codice;Lento;Sufficente;Alta;15;1
40;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
40;3;alt2;Content;Lento;Ottimale;Alta;15;1
40;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
40;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
40;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
40;4;alt3;Content;Veloce;Ottimale;Alta;25;1
40;5;alt1;Codice;Lento;Sufficente;Alta;25;0
40;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
40;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
40;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
40;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
40;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
40;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
40;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
40;7;alt3;Content;Veloce;Sufficente;Alta;20;1
40;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
40;8;alt2;Content;Lento;Ottimale;Alta;20;0
40;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
40;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
40;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
40;9;alt3;Content;Lento;Sufficente;Alta;15;0
40;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
40;10;alt2;Content;Lento;Ottimale;Bassa;20;1
40;10;alt3;Content;Lento;Sufficente;Alta;25;0
41;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
41;1;alt2;Codice;Lento;Sufficente;Alta;20;1
41;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
41;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
41;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
41;2;alt3;Codice;Lento;Sufficente;Alta;15;1
41;3;alt1;Codice;Lento;Sufficente;Bassa;20;1
41;3;alt2;Content;Lento;Ottimale;Alta;15;0
41;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
41;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
41;4;alt2;Codice;Veloce;Sufficente;Bassa;15;1
41;4;alt3;Content;Veloce;Ottimale;Alta;25;0
41;5;alt1;Codice;Lento;Sufficente;Alta;25;0
41;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
41;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
41;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
41;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
41;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
41;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
41;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
41;7;alt3;Content;Veloce;Sufficente;Alta;20;0
41;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
41;8;alt2;Content;Lento;Ottimale;Alta;20;0
41;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
41;9;alt1;Codice;Veloce;Sufficente;Bassa;25;1
41;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
41;9;alt3;Content;Lento;Sufficente;Alta;15;0
41;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
41;10;alt2;Content;Lento;Ottimale;Bassa;20;0
41;10;alt3;Content;Lento;Sufficente;Alta;25;1
42;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
42;1;alt2;Codice;Lento;Sufficente;Alta;20;1
42;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
42;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
42;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
42;2;alt3;Codice;Lento;Sufficente;Alta;15;1
42;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
42;3;alt2;Content;Lento;Ottimale;Alta;15;0
42;3;alt3;Assistente;Veloce;Sufficente;Alta;25;1
42;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
42;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
42;4;alt3;Content;Veloce;Ottimale;Alta;25;1
42;5;alt1;Codice;Lento;Sufficente;Alta;25;0
42;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
42;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
42;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
42;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
42;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
42;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
42;7;alt2;Assistente;Lento;Ottimale;Alta;25;1
42;7;alt3;Content;Veloce;Sufficente;Alta;20;0
42;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
42;8;alt2;Content;Lento;Ottimale;Alta;20;0
42;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
42;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
42;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
42;9;alt3;Content;Lento;Sufficente;Alta;15;1
42;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
42;10;alt2;Content;Lento;Ottimale;Bassa;20;0
42;10;alt3;Content;Lento;Sufficente;Alta;25;1
43;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
43;1;alt2;Codice;Lento;Sufficente;Alta;20;0
43;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
43;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
43;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;1
43;2;alt3;Codice;Lento;Sufficente;Alta;15;0
43;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
43;3;alt2;Content;Lento;Ottimale;Alta;15;1
43;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
43;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
43;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
43;4;alt3;Content;Veloce;Ottimale;Alta;25;1
43;5;alt1;Codice;Lento;Sufficente;Alta;25;0
43;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
43;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
43;6;alt1;Codice;Lento;Ottimale;Bassa;15;0
43;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
43;6;alt3;Assistente;Veloce;Sufficente;Alta;25;1
43;7;alt1;Codice;Lento;Ottimale;Bassa;25;0
43;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
43;7;alt3;Content;Veloce;Sufficente;Alta;20;1
43;8;alt1;Codice;Veloce;Ottimale;Alta;25;0
43;8;alt2;Content;Lento;Ottimale;Alta;20;1
43;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
43;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
43;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
43;9;alt3;Content;Lento;Sufficente;Alta;15;1
43;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
43;10;alt2;Content;Lento;Ottimale;Bassa;20;0
43;10;alt3;Content;Lento;Sufficente;Alta;25;1
44;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
44;1;alt2;Codice;Lento;Sufficente;Alta;20;0
44;1;alt3;Content;Veloce;Ottimale;Bassa;15;1
44;2;alt1;Content;Veloce;Ottimale;Bassa;25;1
44;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
44;2;alt3;Codice;Lento;Sufficente;Alta;15;0
44;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
44;3;alt2;Content;Lento;Ottimale;Alta;15;1
44;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
44;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
44;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
44;4;alt3;Content;Veloce;Ottimale;Alta;25;1
44;5;alt1;Codice;Lento;Sufficente;Alta;25;0
44;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
44;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
44;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
44;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
44;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
44;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
44;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
44;7;alt3;Content;Veloce;Sufficente;Alta;20;0
44;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
44;8;alt2;Content;Lento;Ottimale;Alta;20;0
44;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
44;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
44;9;alt2;Assistente;Lento;Ottimale;Bassa;20;1
44;9;alt3;Content;Lento;Sufficente;Alta;15;0
44;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
44;10;alt2;Content;Lento;Ottimale;Bassa;20;1
44;10;alt3;Content;Lento;Sufficente;Alta;25;0
45;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
45;1;alt2;Codice;Lento;Sufficente;Alta;20;1
45;1;alt3;Content;Veloce;Ottimale;Bassa;15;0
45;2;alt1;Content;Veloce;Ottimale;Bassa;25;0
45;2;alt2;Assistente;Veloce;Ottimale;Bassa;20;0
45;2;alt3;Codice;Lento;Sufficente;Alta;15;1
45;3;alt1;Codice;Lento;Sufficente;Bassa;20;0
45;3;alt2;Content;Lento;Ottimale;Alta;15;1
45;3;alt3;Assistente;Veloce;Sufficente;Alta;25;0
45;4;alt1;Assistente;Lento;Sufficente;Alta;20;0
45;4;alt2;Codice;Veloce;Sufficente;Bassa;15;0
45;4;alt3;Content;Veloce;Ottimale;Alta;25;1
45;5;alt1;Codice;Lento;Sufficente;Alta;25;0
45;5;alt2;Assistente;Lento;Sufficente;Bassa;15;0
45;5;alt3;Codice;Veloce;Ottimale;Alta;20;1
45;6;alt1;Codice;Lento;Ottimale;Bassa;15;1
45;6;alt2;Content;Veloce;Ottimale;Bassa;20;0
45;6;alt3;Assistente;Veloce;Sufficente;Alta;25;0
45;7;alt1;Codice;Lento;Ottimale;Bassa;25;1
45;7;alt2;Assistente;Lento;Ottimale;Alta;25;0
45;7;alt3;Content;Veloce;Sufficente;Alta;20;0
45;8;alt1;Codice;Veloce;Ottimale;Alta;25;1
45;8;alt2;Content;Lento;Ottimale;Alta;20;0
45;8;alt3;Assistente;Veloce;Sufficente;Bassa;15;0
45;9;alt1;Codice;Veloce;Sufficente;Bassa;25;0
45;9;alt2;Assistente;Lento;Ottimale;Bassa;20;0
45;9;alt3;Content;Lento;Sufficente;Alta;15;1
45;10;alt1;Assistente;Veloce;Sufficente;Bassa;15;0
45;10;alt2;Content;Lento;Ottimale;Bassa;20;1
45;10;alt3;Content;Lento;Sufficente;Alta;25;0
46;1;alt1;Assistente;Lento;Ottimale;Bassa;25;0
46;1;alt2;Codice;Lento;Sufficente;Alta;20;0
